book_id,title,extracted_saint,sinksar_dates,tselot_dates,missing_in_tselot,extra_in_tselot,question
GZ-MEL-150,መልክዐ ዮሐንስ ፍቁረ እግዚእ በግእዝ,ዮሐንስ ፍቁረ እግዚእ,"[(1, 14), (2, 14), (2, 18), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (7, 27), (8, 14), (8, 21), (9, 14), (10, 9), (10, 14), (11, 11), (11, 14), (12, 5), (12, 14), (13, 3)]","[(1, 4), (1, 29), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (9, 16), (10, 4), (11, 4), (11, 27), (12, 4)]","[(1, 14), (2, 14), (2, 18), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (7, 27), (8, 14), (8, 21), (9, 14), (10, 9), (10, 14), (11, 11), (11, 14), (12, 5), (12, 14), (13, 3)]","[(1, 4), (1, 29), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (9, 16), (10, 4), (11, 4), (11, 27), (12, 4)]","ዮሐንስ ፍቁረ እግዚእ in Sinksar on [(1, 14), (2, 14), (2, 18), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (7, 27), (8, 14), (8, 21), (9, 14), (10, 9), (10, 14), (11, 11), (11, 14), (12, 5), (12, 14), (13, 3)] but in App DB on [(1, 4), (1, 29), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (9, 16), (10, 4), (11, 4), (11, 27), (12, 4)] - which correct?"
GZ-MEL-151,መልክዐ ገብረ መንፈስ ቅዱስ በግእዝ,ገብረ መንፈስ ቅዱስ,"[(1, 5), (2, 5), (3, 5), (4, 5), (4, 29), (5, 5), (6, 5), (7, 29), (9, 5), (11, 5), (12, 5)]","[(1, 5), (2, 5), (3, 5), (4, 5), (4, 29), (5, 5), (6, 5), (7, 5), (7, 29), (8, 5), (9, 5), (10, 5), (11, 5), (12, 5)]",[],"[(7, 5), (8, 5), (10, 5)]","ገብረ መንፈስ ቅዱስ in Sinksar on OK but in App DB on [(7, 5), (8, 5), (10, 5)] - which correct?"
GZ-MEL-152,መልክዐ ገብረ መንፈስ ቅዱስ ካልዕ በግእዝ,ገብረ መንፈስ ቅዱስ ካልዕ,"[(1, 5), (2, 5), (3, 5), (4, 5), (4, 29), (5, 5), (6, 5), (7, 29), (9, 5), (11, 5), (12, 5)]","[(1, 5), (2, 5), (3, 5), (4, 5), (4, 29), (5, 5), (6, 5), (7, 5), (7, 29), (8, 5), (9, 5), (10, 5), (11, 5), (12, 5)]",[],"[(7, 5), (8, 5), (10, 5)]","ገብረ መንፈስ ቅዱስ ካልዕ in Sinksar on OK but in App DB on [(7, 5), (8, 5), (10, 5)] - which correct?"
GZ-MEL-153,መልክዐ ገብረ ክርስቶስ በግእዝ,ገብረ ክርስቶስ,"[(5, 14), (10, 6)]","[(2, 14)]","[(5, 14), (10, 6)]","[(2, 14)]","ገብረ ክርስቶስ in Sinksar on [(5, 14), (10, 6)] but in App DB on [(2, 14)] - which correct?"
GZ-MEL-154,መልክዐ ጊዮርጊስ በግእዝ,ጊዮርጊስ,"[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","ጊዮርጊስ in Sinksar on [(5, 4)] but in App DB on [(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)] - which correct?"
GZ-MEL-155,መልክዐ ጊዮርጊስ ካልዕ ወሥቃዩ በግእዝ,ጊዮርጊስ ካልዕ ወሥቃዩ,"[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","ጊዮርጊስ ካልዕ ወሥቃዩ in Sinksar on [(5, 4)] but in App DB on [(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)] - which correct?"
GZ-MEL-158,መልክዐ ጴጥሮስ ወጳውሎስ በግእዝ,ጴጥሮስ ወጳውሎስ,"[(6, 9)]","[(11, 5)]","[(6, 9)]","[(11, 5)]","ጴጥሮስ ወጳውሎስ in Sinksar on [(6, 9)] but in App DB on [(11, 5)] - which correct?"
GZ-MEL-159,መልክዐ ጸበለ ማርያም ቅድስት በግእዝ,ጸበለ ማርያም ቅድስት,"[(2, 24)]","[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 24), (10, 24), (11, 24), (12, 24)]",[],"[(1, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 24), (10, 24), (11, 24), (12, 24)]","ጸበለ ማርያም ቅድስት in Sinksar on OK but in App DB on [(1, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 24), (10, 24), (11, 24), (12, 24)] - which correct?"
GZ-MEL-161,መልክዐ ጽዮን ማርያም ሣልስ በግእዝ,ጽዮን ማርያም ሣልስ,"[(2, 30), (8, 30)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","[(2, 30), (8, 30)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","ጽዮን ማርያም ሣልስ in Sinksar on [(2, 30), (8, 30)] but in App DB on [(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)] - which correct?"
GZ-MEL-162,መልክዐ ፊቅጦር በግእዝ,ፊቅጦር,"[(4, 5), (5, 21), (5, 27), (6, 27), (7, 27)]","[(1, 27), (2, 27), (3, 27), (4, 5), (4, 27), (5, 27), (6, 13), (6, 27), (7, 27), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27)]","[(5, 21)]","[(1, 27), (2, 27), (3, 27), (4, 27), (6, 13), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27)]","ፊቅጦር in Sinksar on [(5, 21)] but in App DB on [(1, 27), (2, 27), (3, 27), (4, 27), (6, 13), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27)] - which correct?"
GZ-MEL-164,መልክዐ ፬ቱ እንስሳ በግእዝ,፬ቱ እንስሳ,"[(3, 8), (4, 8)]","[(1, 8), (2, 8), (3, 8), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8)]",[],"[(1, 8), (2, 8), (5, 8), (6, 8), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8)]","፬ቱ እንስሳ in Sinksar on OK but in App DB on [(1, 8), (2, 8), (5, 8), (6, 8), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8)] - which correct?"
GZ-MTS-001,መጽሐፈ ልደታ ለማርያም በግእዝ,ልደታ ለማርያም,"[(2, 30), (8, 30)]","[(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]","[(2, 30), (8, 30)]","[(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]","ልደታ ለማርያም in Sinksar on [(2, 30), (8, 30)] but in App DB on [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1)] - which correct?"
GZ-TAM-001,ተአምረ ማርያም በግእዝ,ማርያም,"[(4, 22)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","[(4, 22)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","ማርያም in Sinksar on [(4, 22)] but in App DB on [(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)] - which correct?"
GZ-TBB-001,ጥበበ ሰሎሞን በግእዝ,ጥበበ ሰሎሞን,"[(5, 7)]",[],"[(5, 7)]",[],"ጥበበ ሰሎሞን in Sinksar on [(5, 7)] but in App DB on OK - which correct?"
GZ-TEA-002,ተአምኆ ዘሥሉስ ቅዱስ በግእዝ,ተአምኆ ዘሥሉስ ቅዱስ,"[(1, 7), (2, 7), (3, 7), (4, 7), (6, 7), (7, 7), (8, 7), (10, 7), (12, 7)]",[],"[(1, 7), (2, 7), (3, 7), (4, 7), (6, 7), (7, 7), (8, 7), (10, 7), (12, 7)]",[],"ተአምኆ ዘሥሉስ ቅዱስ in Sinksar on [(1, 7), (2, 7), (3, 7), (4, 7), (6, 7), (7, 7), (8, 7), (10, 7), (12, 7)] but in App DB on OK - which correct?"
GZ-TEA-003,ተአምኆ ዘሥሉስ ቅዱስ በግእዝ ካልእ,ተአምኆ ዘሥሉስ ቅዱስ በግእዝ ካልእ,"[(1, 7), (2, 7), (3, 7), (4, 7), (6, 7), (7, 7), (8, 7), (10, 7), (12, 7)]",[],"[(1, 7), (2, 7), (3, 7), (4, 7), (6, 7), (7, 7), (8, 7), (10, 7), (12, 7)]",[],"ተአምኆ ዘሥሉስ ቅዱስ በግእዝ ካልእ in Sinksar on [(1, 7), (2, 7), (3, 7), (4, 7), (6, 7), (7, 7), (8, 7), (10, 7), (12, 7)] but in App DB on OK - which correct?"
GZ-TSE-007,ጸሎቱ ለጴጥሮስ በግእዝ,ጸሎቱ ለጴጥሮስ,"[(6, 9)]","[(1, 5), (2, 5), (3, 5), (4, 1), (4, 5), (5, 5), (6, 5), (6, 9), (7, 5), (8, 5), (9, 5), (10, 5), (10, 21), (11, 5), (12, 5), (12, 7)]",[],"[(1, 5), (2, 5), (3, 5), (4, 1), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (10, 21), (11, 5), (12, 5), (12, 7)]","ጸሎቱ ለጴጥሮስ in Sinksar on OK but in App DB on [(1, 5), (2, 5), (3, 5), (4, 1), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (10, 21), (11, 5), (12, 5), (12, 7)] - which correct?"
GZ-WUD-002,ውዳሴ ማርያም በግእዝ,ማርያም,"[(2, 30), (8, 30)]",[],"[(2, 30), (8, 30)]",[],"ማርያም in Sinksar on [(2, 30), (8, 30)] but in App DB on OK - which correct?"
GZ-ZNA-002,ዜናሁ ለንጉሥ ገላውዴዎስ በግእዝ,ዜናሁ ለንጉሥ ገላውዴዎስ,"[(6, 11), (7, 11), (8, 11), (9, 11)]","[(7, 27)]","[(6, 11), (7, 11), (8, 11), (9, 11)]","[(7, 27)]","ዜናሁ ለንጉሥ ገላውዴዎስ in Sinksar on [(6, 11), (7, 11), (8, 11), (9, 11)] but in App DB on [(7, 27)] - which correct?"
TI-RAY-001,ራእየ ማርያም ብትግርኛ,ራእየ ማርያም,"[(2, 30), (8, 30)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","[(2, 30), (8, 30)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","ራእየ ማርያም in Sinksar on [(2, 30), (8, 30)] but in App DB on [(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)] - which correct?"
TI-WUD-001,ውዳሴ ማርያም ብትግርኛ,ማርያም,"[(2, 30), (8, 30)]",[],"[(2, 30), (8, 30)]",[],"ማርያም in Sinksar on [(2, 30), (8, 30)] but in App DB on OK - which correct?"
